twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","Twitter for iPhone","","i love my man 15'O5'11 ❤","","","",3,121207555,"","","","","","","","","","Faye ' ❤","","","","","","Nieuwe ABN pas is echt facking mooi http://t.co/iOHdLvvt","","","","121207555","","223535155690737664","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",20,"Fayescargo","","","","","","","","","Thu, 12 Jul 2012 21:51:49 +0000","","","","",5389,"","",77,"http://twitter.com/Fayescargo","","","twitter",55,"1e1cc6bc8304a880e074203266380d0e","","","","","","","","","",4.3,77,"","http://twitter.com/Fayescargo/statuses/223535155690737664","","","","","","","","Fayescargo",121207555,"","nederland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2235862671/image_normal.jpg","nl","Mon, 08 Mar 2010 19:37:39 +0000","","","","","Nieuwe ABN pas is echt facking mooi http://t.co/iOHdLvvt","","",100,"en","","","","","","","","","","","Faye ' ❤","","Thu, 12 Jul 2012 21:51:49 +0000","","","",""
"","","","","Twitter for BlackBerry®","","Qui m'aime me suivent ☺ Instagram ; Jeennyshouux - BBM ; 268591BF -  #Fouiny #TeamHaiti","","","",9,212808850,"","","","","",1,"","","http://www.facebook.com/JEENNY.SHOUUX","  Aαƴisiaƞ †","","","","","","@ti_tiss972 Abn ? Y fait pas peur ?","","[""ti_tiss972""]","","212808850","","223536838353227777","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",40,"JeennyShouux","","","","","","","","","Thu, 12 Jul 2012 21:58:30 +0000","","","","",8605,"","",157,"http://twitter.com/JeennyShouux","","","twitter",434,"1e1cc6cb7340a700e074fb3940d4a642","","","","","","Paris","","","",18.87,126,"","http://twitter.com/JeennyShouux/statuses/223536838353227777","","","","","","","","JeennyShouux",212808850,"","Creéteil City Gaang .","ti_tiss972","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2374425185/IMG_20120614_003836_normal.jpg","fr","Sun, 07 Nov 2010 03:25:43 +0000","",true,"","","@ti_tiss972 Abn ? Y fait pas peur ?","","",63,"fr","[""music"",""nan""]","223534504650883072","252983359","",-9,"","","",3600,"","  Aαƴisiaƞ †","","Thu, 12 Jul 2012 21:58:30 +0000","","","",""
"","","","","Twitter for BlackBerry®","","YOLO xrobbert. @robbert172","","","",8,239879992,"","","","","",1,"","","http://www.facebook.com/profile.php?id=100001017303689","nina. ","","","","","","""@NikitaVanSpanje: @doosopjehoofd @lisavanspanjex we want foto!!!"" Hahhahaha ff opzoeken.. lisa pinnen bij de rabobank hahahah omg","","[""NikitaVanSpanje"",""doosopjehoofd"",""lisavanspanjex""]","","239879992","","223542113927823361","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",37,"doosopjehoofd","","","","","","","","","Thu, 12 Jul 2012 22:19:27 +0000","","","","",16546,"","",269,"http://twitter.com/doosopjehoofd","","","twitter",226,"1e1cc6fa46f0a180e074126442a3b15c","","","","","","Amsterdam","","","",14.53,100,"","http://twitter.com/doosopjehoofd/statuses/223542113927823361","","","","","","","","doosopjehoofd",239879992,"","Netherlands.","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2363470903/nientje._normal.jpg","nl","Tue, 18 Jan 2011 17:00:06 +0000","","","","","""@NikitaVanSpanje: @doosopjehoofd @lisavanspanjex we want foto!!!"" Hahhahaha ff opzoeken.. lisa pinnen bij de rabobank hahahah omg","","",100,"en","[""cancer"",""disney"",""movies"",""heaven""]","","","","","","","",3600,"","nina. ","","Thu, 12 Jul 2012 22:19:27 +0000","","","",""
"","","","","Echofon","","Eventmanager van Knockerz ( Best Party Ever )\n\nI Came to Fuck shit up -\nIk ben lief -\n@NERMiNNX is gek -\n\nWww.facebook.com/ramon473\nWww.knockerz.nl","","","",18,466839164,"","","","","",1,"","","http://www.knockerz.nl","BYTHEPOWEROFRAH","","","","","","Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan.......Ga dan..laat me slapen haha","","","","466839164","","223574994574249985","","","","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",47,"Rah473","","","","","","","","","Fri, 13 Jul 2012 00:30:07 +0000","","","","",7040,"","",358,"http://twitter.com/Rah473","","","twitter",1507,"1e1cc81e5701a180e074426838473526","","","","","","","","","",27.65,314,"","http://twitter.com/Rah473/statuses/223574994574249985","","","","","","","","Rah473",466839164,"","Hoofddorp","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2300113917/m702otv5gij2i89peqx5_normal.jpeg","nl","Tue, 17 Jan 2012 21:06:26 +0000","","","","","Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan.......Ga dan..laat me slapen haha","","",62,"en","[""money"",""dance"",""games"",""batman"",""soundcloud""]","","","","","","","","","","BYTHEPOWEROFRAH","","Fri, 13 Jul 2012 00:30:07 +0000","","","",""
"","","","","Twitter for iPhone","","","","","",8,252639779,"","","","","",1,"","","","Tessa","","","","","","“@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan....Ga dan..laat me slapen haha” http://t.co/kUTvwLbY","","[""Rah473""]","","252639779","","223575352855891968","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40,"TessaBacilio","","","","","","","","","Fri, 13 Jul 2012 00:31:33 +0000","","","","",19975,"","",357,"http://twitter.com/TessaBacilio","","","twitter",616,"1e1cc8218b2aa080e074669e1fa8d7f0","","","","","","Amsterdam","","","",17.97,294,"","http://twitter.com/TessaBacilio/statuses/223575352855891968","","","","","","","","TessaBacilio",252639779,"","USA, Baton Rouge","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2373854295/image_normal.jpg","nl","Tue, 15 Feb 2011 16:16:00 +0000","","","","","“@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan....Ga dan..laat me slapen haha” http://t.co/kUTvwLbY","","",62,"en","[""movies"",""music"",""photography"",""tanning"",""nike""]","","","","","","","",3600,"","Tessa","","Fri, 13 Jul 2012 00:31:33 +0000","","","",""
0,"Tessa","","","Echofon","Rah473","","","466839164","",18,"","","","","","","","","","","","","","","",7043,"","","","","","en","223575427409645569","",1,3600,"",47,"Rah473",252639779,"","",357,"","","Tue, 17 Jan 2012 21:06:26 +0000",294,"Fri, 13 Jul 2012 00:31:50 +0000","","","“@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan....Ga dan..laat me slapen haha” http://t.co/kUTvwLbY","","","","","","http://twitter.com/Rah473","",466839164,"twitter",1507,"1e1cc8222d49af00e074c5bf85e554d0",358,"","Fri, 13 Jul 2012 00:31:50 +0000","","Fri, 13 Jul 2012 00:31:33 +0000","","","","USA, Baton Rouge",27.65,"","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","http://twitter.com/Rah473/statuses/223575427409645569",1,"223575427409645569","Hoofddorp","Eventmanager van Knockerz ( Best Party Ever )\n\nI Came to Fuck shit up -\nIk ben lief -\n@NERMiNNX is gek -\n\nWww.facebook.com/ramon473\nWww.knockerz.nl","","","","",466839164,"http://www.knockerz.nl","","",314,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2300113917/m702otv5gij2i89peqx5_normal.jpeg","nl","",19975,"","[""Rah473""]","","RT @TessaBacilio: “@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan....Ga dan..laat me slapen haha”  ...","TessaBacilio","",62,"","[""money"",""dance"",""games"",""batman"",""soundcloud""]","","","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tue, 15 Feb 2011 16:16:00 +0000","","en","BYTHEPOWEROFRAH","","","BYTHEPOWEROFRAH","","223575352855891968","252639779"
"","","","[""http://twitter.com/Rah473/statuses/223574994574249985""]","Google","","","","","",5,155656412,"","","","","",9,"","[0]","","storingsmelding","","","","","","Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan.......Ga… http://t.co/Xy6V5DIA #storing","","","","155656412","","223582740757479425","","","","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",38,"storingsmelding","","","","","","[""Fri, 13 Jul 2012 01:00:56 +0000""]","","","Fri, 13 Jul 2012 01:00:54 +0000","","","","[""http://goo.gl/fb/Ln17s""]",44400,"[""goo.gl""]","",507,"http://twitter.com/storingsmelding","","","twitter",271,"1e1cc863255ea700e07474dd683e4306","","[""Twitter / Rah473: Hahaha mensen pingen me..H""]","","","","","","","",16.03,436,"","http://twitter.com/storingsmelding/statuses/223582740757479425","","","","","","","","storingsmelding",155656412,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1169566548/storing_normal.jpg","nl","Mon, 14 Jun 2010 18:59:33 +0000","","","","","Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga dan.......Ga… http://t.co/Xy6V5DIA #storing","","",62,"en","[""ict""]","","","","","","","","","","storingsmelding","","Fri, 13 Jul 2012 01:00:54 +0000","","","",""
"","","","[""http://twitter.com/TessaBacilio/statuses/223575352855891968""]","Google","","","","","",5,155656412,"","","","","",9,"","[0]","","storingsmelding","","","","","","“@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga… http://t.co/p8gR7O0p #storing","","[""Rah473""]","","155656412","","223582742422618112","","","","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",38,"storingsmelding","","","","","","[""Fri, 13 Jul 2012 01:00:56 +0000""]","","","Fri, 13 Jul 2012 01:00:54 +0000","","","","[""http://goo.gl/fb/HvT7b""]",44401,"[""goo.gl""]","",507,"http://twitter.com/storingsmelding","","","twitter",271,"1e1cc863255ea700e074e00ba6ba3dba","","[""Twitter / TessaBacilio: “@Rah473: Hahaha mensen""]","","","","","","","",16.03,436,"","http://twitter.com/storingsmelding/statuses/223582742422618112","","","","","","","","storingsmelding",155656412,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1169566548/storing_normal.jpg","nl","Mon, 14 Jun 2010 18:59:33 +0000","","","","","“@Rah473: Hahaha mensen pingen me..HEB JE ABN? ER IS STORING..GRATIS PINNEN... Ga… http://t.co/p8gR7O0p #storing","","",63,"en","[""ict""]","","","","","","","","","","storingsmelding","","Fri, 13 Jul 2012 01:00:54 +0000","","","",""
"","","","[""http://m.tmi.me/tlPnX""]","UberSocial for BlackBerry","","","","","",3,389065155,"","","","","","","","[0]","http://www.facebook.com/mvanderheul","Mick van der Heul","male","","","","","Geld willen pinnen bij de abn ambro en dan ineens je pinpas worden ingenomen door de pinautomaat pinpas kwijt ... http://t.co/ScLUXpv4","","","","389065155","","223601080355926016","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",23,"MickvanderHeul","","","","","","[""Fri, 13 Jul 2012 02:13:47 +0000""]","","","Fri, 13 Jul 2012 02:13:46 +0000","","","","[""http://m.tmi.me/tlPnX""]",2447,"[""m.tmi.me""]","",96,"http://twitter.com/MickvanderHeul","","","twitter",67,"1e1cc9060402a900e07475bed791c068","","[""tmi.me - MickvanderHeul: Geld willen pi""]","","","","","","","",5.5,110,"","http://twitter.com/MickvanderHeul/statuses/223601080355926016","","","","","","","","MickvanderHeul",389065155,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2350725492/342112992_normal.jpg","nl","Tue, 11 Oct 2011 20:04:18 +0000","","","","","Geld willen pinnen bij de abn ambro en dan ineens je pinpas worden ingenomen door de pinautomaat pinpas kwijt ... http://t.co/ScLUXpv4","","",100,"en","","","","","","","","","","","Mick van der Heul","","Fri, 13 Jul 2012 02:13:46 +0000","","","",""
"","","","","web",""," 4 ᶒtoiles + mσi çα fαit 5 tkt ★ #NarcissikGANG  ⁞@CMilianOfficial is MY wife, ok ? ♚ Ϝolloω me ⁞ Moi ? Ϝairɛ une βiσ avec 160 caractérɛs slmt ? Mdr. #Team241","","","",4,160689553,"","","","","",63,"","","","ℒα ℬσss.❤","","","","","","@HoodstaWes94 Abn ? Ts pas à Mistral, c'est bien la bas ?","","[""HoodstaWes94""]","","160689553","","223619133705691136","","","","web",30,"_MeghanS","","","","","","","","","Fri, 13 Jul 2012 03:25:30 +0000","","","","",8317,"","",315,"http://twitter.com/_MeghanS","","","twitter",147,"1e1cc9a65a27a100e074d6900259cdee","","","","","","Paris","","","",8.6,162,"","http://twitter.com/_MeghanS/statuses/223619133705691136","","","","","","","","_MeghanS",160689553,"","Là ou tu n'est pas...","HoodstaWes94","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2392764077/69kix7g93ja2nubuhhwz_normal.jpeg","fr","Mon, 28 Jun 2010 21:55:14 +0000","",true,"","","@HoodstaWes94 Abn ? Ts pas à Mistral, c'est bien la bas ?","","",61,"fr","[""music""]","223618792335482880","287308614","",-10,"","","",3600,"","ℒα ℬσss.❤","","Fri, 13 Jul 2012 03:25:30 +0000","","","",""
"","","","","Twitter for Android","","I'm a little mad woman #Smile follow back...or not je ne suis pas méchante ni gentille lool mauvais caractère =) #TeamOasis ","","","",12,399176726,"","","","","","","","","","Rhum Pêche ","","","","","","@dynouxx abn...mais je n'ai pas de chéri","","[""dynouxx""]","","399176726","","223648173619556353","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",37,"SoohLeyl","","","","","","","","","Fri, 13 Jul 2012 05:20:54 +0000","","","","",5429,"","",37,"http://twitter.com/SoohLeyl","","","twitter",245,"1e1ccaa84a8faf00e07498ed3264780e","","","","","","Brasilia","","","",15.03,44,"","http://twitter.com/SoohLeyl/statuses/223648173619556353","","","","","","","","SoohLeyl",399176726,"","","dynouxx","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2383137404/78D9mpG3_normal","fr","Thu, 27 Oct 2011 03:14:38 +0000","",true,"","","@dynouxx abn...mais je n'ai pas de chéri","","",63,"fr","[""oasis""]","223647733435740162","234396173","",-1,"","","",-10800,"","Rhum Pêche ","","Fri, 13 Jul 2012 05:20:54 +0000","","","",""
"","","","","web","","","","","",3,218780516,"","","","","","","","","","Thom","unisex","","","","","@Alain_M_N whou belt de abn van stage ik zie dat we vandaag afspraak hebben maar het gaat niet lukken :S nu heb ik hem pas dinsdag :S","","[""Alain_M_N""]","","218780516","","223678464836898816","","","","web",18,"ThomBijlard","","","","","","","","","Fri, 13 Jul 2012 07:21:16 +0000","","","","",1763,"","",62,"http://twitter.com/ThomBijlard","","","twitter",40,"1e1ccbb554ebae00e07490206e6dff0c","","","","","","Greenland","","","",3.41,58,"","http://twitter.com/ThomBijlard/statuses/223678464836898816","","","","","","","","ThomBijlard",218780516,"","Almere","Alain_M_N","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1583390799/thom_goede_normal.png","nl","Tue, 23 Nov 2010 07:36:11 +0000","","","","","@Alain_M_N whou belt de abn van stage ik zie dat we vandaag afspraak hebben maar het gaat niet lukken :S nu heb ik hem pas dinsdag :S","","",92,"en","","","125289956","","","","","",-10800,"","Thom","","Fri, 13 Jul 2012 07:21:16 +0000","","","",""
"","","","[""http://nieuws.nl.msn.com/economie/sns-reaal-kijkt-noodgedwongen-naar-opsplitsing""]","Facebook","","Entrepreneur and interested in politics, history, architecture and financial markets\r\n","","","",3,224776248,"","","","","","","","[0]","","Derk Boswijk","male","","","","","En pinnen maar!! #SNS #Bankrun #Reaal http://t.co/LIw6q9vY","","","","224776248","","223689818465513474","","","","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",16,"DerkBoswijk","","","","","","[""Fri, 13 Jul 2012 07:25:24 +0000""]","","","Fri, 13 Jul 2012 08:06:23 +0000","","","","[""http://fb.me/xdhNljMm""]",104,"[""fb.me""]","",35,"http://twitter.com/DerkBoswijk","","","twitter",11,"1e1ccc1a2ce2a980e074cb0774590598","","[""'SNS Reaal kijkt noodgedwongen naar opsplitsing' - Financieel nieuws | MSN NL""]","","","","Athens","","","",3.51,35,"","http://twitter.com/DerkBoswijk/statuses/223689818465513474","","","","","","","","DerkBoswijk",224776248,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2153466598/naamloos1_normal.JPG","nl","Thu, 09 Dec 2010 21:04:03 +0000","","","","","En pinnen maar!! #SNS #Bankrun #Reaal http://t.co/LIw6q9vY","","",100,"en","","","","","","","","",7200,"","Derk Boswijk","","Fri, 13 Jul 2012 08:06:23 +0000","","","",""
"","","","","Twitter for iPhone","","Management coach | trainer | interim manager | leiderschap | business spiritualiteit | ondernemend | samenwerken | ziel zakelijk | zingeving | jezelf zijn |  ",51.58049663,"","",4,91967930,51.58049663,5.19452067,"","","Oisterwijk",1,"","","http://www.dorine.nu","Dorine Huijbregts","","Oisterwijk","","","","Irritatie van de dag; ben ik gescimmed, mijn pas geblokkeerd. Zit ik bij de #abnamro; kunnen ze niet in hun systeem, dus geen geld opnemen!","935b0ff90847b59b","","","91967930","","223728306476945409","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",23,"DorineHuybregts","",5.19452067,"http://api.twitter.com/1/geo/id/935b0ff90847b59b.json","","","","","","Fri, 13 Jul 2012 10:39:19 +0000","","The Netherlands","","",344,"","",170,"http://twitter.com/DorineHuybregts","","","twitter",45,"1e1ccd70020aa580e074cb1f773524aa","","","","","","Amsterdam","","city","",6.26,273,"","http://twitter.com/DorineHuybregts/statuses/223728306476945409","","","","","","","","DorineHuybregts",91967930,"","Oisterwijk","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2088016953/image_normal.jpg","nl","Mon, 23 Nov 2009 08:52:43 +0000","",true,"","","Irritatie van de dag; ben ik gescimmed, mijn pas geblokkeerd. Zit ik bij de #abnamro; kunnen ze niet in hun systeem, dus geen geld opnemen!","","",94,"nl","","","","NL","","","","",3600,"","Dorine Huijbregts","","Fri, 13 Jul 2012 10:39:19 +0000","","","",""
"","","","","web","","mavo4 /hockey / shoppen met de besten / love my gorgeous dutch girl! Xlottie","","","",8,260846922,"","","","","","","","","","charlotte vd meer","female","","","","","@xHiilde uhm ja denk het wel kom dan bij abn ik moet eerst ff pinnen ! x","","[""xHiilde""]","","260846922","","223730391826186240","","","","web",37,"CharlottevdMeer","","","","","","","","","Fri, 13 Jul 2012 10:47:36 +0000","","","","",7890,"","",168,"http://twitter.com/CharlottevdMeer","","","twitter",345,"1e1ccd8285cda400e074647e131714e0","","","","","","Athens","","","",14.25,97,"","http://twitter.com/CharlottevdMeer/statuses/223730391826186240","","","","","","","","CharlottevdMeer",260846922,"","","xHiilde","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2358702888/389017_431051676925233_635431119_n_normal.jpg","nl","Fri, 04 Mar 2011 18:44:05 +0000","","","","","@xHiilde uhm ja denk het wel kom dan bij abn ik moet eerst ff pinnen ! x","","",100,"en","","223730116319133696","257083491","","","","","",7200,"","charlotte vd meer","","Fri, 13 Jul 2012 10:47:36 +0000","","","",""
"","","","","Twitter for iPhone","","altijd handig http://www.welkedagishetvandaag.nl/","","","",3,482341399,"","","","","","","","","","kevin van wingaarden","","","","","","F***ing bol . Com was te laat met pakje en nu krijg ik me speaker maandag pas","","","","482341399","","223731032132820992","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18,"IndetasKev","","","","","","","","","Fri, 13 Jul 2012 10:50:09 +0000","","","","",410,"","",40,"http://twitter.com/IndetasKev","","","twitter",35,"1e1ccd8838eca680e074f480ca3f1dc0","","","","","","","","","",3.44,81,"","http://twitter.com/IndetasKev/statuses/223731032132820992","","","","","","","","IndetasKev",482341399,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2379934942/image_normal.jpg","nl","Fri, 03 Feb 2012 20:03:32 +0000","",true,"","","F***ing bol . Com was te laat met pakje en nu krijg ik me speaker maandag pas","","",100,"nl","","","","","","","","","","","kevin van wingaarden","","Fri, 13 Jul 2012 10:50:09 +0000","","","",""
"","","","","HootSuite","","Verwelkomt nuances, overpeinzingen, geraakt worden. Meer voelen, minder denken. Tweets over maatschappij, ♫ muziek♫, media, politiek, leven. En chocola.","","","",6,324373619,"","","","","",9,"","","","Ellen","","","","","","Mmhh... ING had bij dat advies om 'oude pas door te knippen' wel even de tip mogen geven om eerst chipknipsaldo op te maken...","","","","324373619","","223734452449320961","","","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",35,"Overpeinzingen1","","","","","","","","","Fri, 13 Jul 2012 11:03:44 +0000","","","","",3566,"","",370,"http://twitter.com/Overpeinzingen1","","","twitter",211,"1e1ccda6955ea800e074094a84ca1cc4","","","","","","Greenland","","","",11.28,532,"","http://twitter.com/Overpeinzingen1/statuses/223734452449320961","","","","","","","","Overpeinzingen1",324373619,"","","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/1741266631/380478_320434477976052_160072314012270_1205381_1840653840_n_normal.jpg","nl","Sun, 26 Jun 2011 14:07:00 +0000","","","","","Mmhh... ING had bij dat advies om 'oude pas door te knippen' wel even de tip mogen geven om eerst chipknipsaldo op te maken...","","",97,"en","","","","","","","","",-10800,"","Ellen","","Fri, 13 Jul 2012 11:03:44 +0000","","","",""
0,"Armageddon","","","Twitter for iPad","Nederlander1976","","","216473313","",2,"","","","","","","","","","","","","","",true,3350,"","","","","","nl","223749368103178240",-10800,3,3600,"",11,"Nederlander1976",14224571,"","",165,"","","Tue, 16 Nov 2010 20:41:49 +0000",214,"Fri, 13 Jul 2012 12:03:01 +0000","","","Ik zou mijn geld maar gaan pinnen als je een rekening hebt bij de #SNS","","","","","","http://twitter.com/Nederlander1976","",216473313,"twitter",11,"1e1cce2b1790a880e074b0576731928e",1896,"","Fri, 13 Jul 2012 12:03:01 +0000","","Fri, 13 Jul 2012 11:47:31 +0000","","","","",0.66,"","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","http://twitter.com/Nederlander1976/statuses/223749368103178240",12,"223749368103178240","twitterland","PVV Stemmer | Geïnteresseerd in politiek, geschiedenis, Apple, ipad, iphone, boeken. | Pim Fortuyn en Geert Wilders","","","","",216473313,"","","",1892,"[""Rabobank""]","Amsterdam","","http://a0.twimg.com/profile_images/1600110243/image_normal.jpg","nl","",6528,"","","Technical MS Windows Engineer. Likes beer and women. Huge football fan.","RT @Armageddon_GS: Ik zou mijn geld maar gaan pinnen als je een rekening hebt bij de #SNS","Armageddon_GS","Greenland",100,"","","","","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Wed, 26 Mar 2008 10:48:53 +0000","","en","Burger","","","Burger","","223745468356763650","14224571"
"","","","","TweetDeck","","Studeert Filosofie en Frans, stagiair Athenaeum. Zit van 13-07 tot 13-08 in Ethiopië. Sport.DeJaap.nl. Ajax.","","","",15,26254918,"","","","","",9,"","","http://www.timwagemakers.be-more.nl","Tim ","","","","","","Een kleine klaagtweet dan. Op Schiphol kan je nergens pinnen met ING. Alle (drie!) automaten buiten gebruik. Doe er wat aan.","","","","26254918","","223757648301015040","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",47,"TimSW","","","","","","","","","Fri, 13 Jul 2012 12:35:55 +0000","","","","",24581,"","",442,"http://twitter.com/TimSW","","","twitter",857,"1e1cce74a118a780e074cde059c9cf24","","","","","","Amsterdam","","","",30.01,383,"","http://twitter.com/TimSW/statuses/223757648301015040","","","","","","","","TimSW",26254918,"","Amsterdam, Netherlands","","","[""Rabobank""]","","","http://a0.twimg.com/profile_images/2311084634/rblmu3wbya87rv4ga0pb_normal.jpeg","nl","Tue, 24 Mar 2009 15:15:37 +0000","",true,"","","Een kleine klaagtweet dan. Op Schiphol kan je nergens pinnen met ING. Alle (drie!) automaten buiten gebruik. Doe er wat aan.","","",100,"en","[""holland""]","","","","","","","",3600,"","Tim ","","Fri, 13 Jul 2012 12:35:55 +0000","","","",""
