twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","web","","Vrij Nederland | Literaturfest","","","",27,68834612,"","","","","",44,"","","http://timdegier.nl/","Tim de Gier","","","","","","Mijn pinpas is ingeslikt wegens mogelijk skimmen. Nu moet ik vijf (!!) dagen wachten op een nieuwe pas. ABN heeft verzendles nodig van Bol.","","","","68834612","","222976264527560704","","","","web",56,"timdegier","","","","","","","","","Wed, 11 Jul 2012 08:50:58 +0000","","","","",7469,"","",1749,"http://twitter.com/timdegier","","","twitter",3640,"1e1cb3588674a500e074f81de1f890b8","","","","","","Amsterdam","","","",40.59,957,"","http://twitter.com/timdegier/statuses/222976264527560704","","","","","","","","timdegier",68834612,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2013114339/Tim_mg_3233bw_normal.jpg","nl","Tue, 25 Aug 2009 23:19:21 +0000","","","","","Mijn pinpas is ingeslikt wegens mogelijk skimmen. Nu moet ik vijf (!!) dagen wachten op een nieuwe pas. ABN heeft verzendles nodig van Bol.","","",100,"en","[""world of warcraft"",""writing"",""hitchcock"",""films"",""dus""]","","","","","","","",3600,"","Tim de Gier","","Wed, 11 Jul 2012 08:50:58 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","twitterfeed","","Volg BeursNieuws voor het laatste beursnieuws! ","","","",2,326178499,"","","","","",47,"","[0]","","BeursNieuws","","","[{""name"":""ABN AMRO Holdings"",""sentiment"":0,""confident"":1,""label"":""Company"",""evidence"":1,""type"":""Company"",""about"":1,""themes"":[""werkloosheid bereikt piek pas""]}]","","","ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van de produ... http://t.co/qtKXp67T","","","","326178499","","222976754598428672","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",32,"BeursNieuwsNL","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 08:52:55 +0000","","","","[""http://bit.ly/O3QGS6""]",15005,"[""bit.ly""]","",2287,"http://twitter.com/BeursNieuwsNL","","","twitter",243,"1e1cb35ce240ad80e0749d0e572637dc","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","","","","",9.05,2405,"","http://twitter.com/BeursNieuwsNL/statuses/222976754598428672","","","","","","","","BeursNieuwsNL",326178499,"","Nederland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1418812893/3960_normal.jpg","","Wed, 29 Jun 2011 14:15:35 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van de produ... http://t.co/qtKXp67T","","","","en","[""dow jones""]","","","",0,"","","","","","BeursNieuws","","Wed, 11 Jul 2012 08:52:55 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","twitterfeed","","Dagelijks marktcommentaar, heldere visie en transparante resultaten. Visie van Selwyn Duijvestijn via @TurboTrading.","","","",6,154156388,"","","","","",3,"","[0]","http://www.BeursBazaar.com","BeursBazaar","","","","","","#Beursnieuws: ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/1uwyAdyj via @beursnl","","[""beursnl""]","","154156388","","222976766787072001","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",28,"beursbazaar","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 08:52:58 +0000","","","","[""http://bit.ly/O3QEJQ""]",5227,"[""bit.ly""]","",203,"http://twitter.com/beursbazaar","","","twitter",78,"1e1cb35cfedda100e074f75564a86ae2","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","Amsterdam","","","",8.57,596,"","http://twitter.com/beursbazaar/statuses/222976766787072001","","","","","","","","beursbazaar",154156388,"","Amsterdam","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1520548355/beursbazaar_normal.png","nl","Thu, 10 Jun 2010 14:35:41 +0000","","","","","#Beursnieuws: ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/1uwyAdyj via @beursnl","","",100,"en","","","","","","","","",3600,"","BeursBazaar","","Wed, 11 Jul 2012 08:52:58 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","dlvr.it","","Op BeursIndex vind je het laatste financiele nieuws, #beurs #koersen, Indices #AEX, #Dow #Jones, #FTSE, #CAC40, #DAX en #aandelen nieuws Europa, V.S.  en Azie","","","",4,576556389,"","","","","",2,"","[0]","","Beurs Index","","","","","","#beurs ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van... http://t.co/cT0GuUtk #AEX","","","","576556389","","222977604007895041","","","","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",28,"BeursIndex","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 08:56:18 +0000","","","","[""http://dlvr.it/1r5P1F""]",13662,"[""dlvr.it""]","",260,"http://twitter.com/BeursIndex","","","twitter",85,"1e1cb3647236a500e0742d76fa82d980","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","","","","",8.33,261,"","http://twitter.com/BeursIndex/statuses/222977604007895041","","","","","","","","BeursIndex",576556389,"","Amsterdam","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2207468536/stockindexes_twitter_normal.jpg","nl","Thu, 10 May 2012 18:49:20 +0000","","","","","#beurs ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van... http://t.co/cT0GuUtk #AEX","","",62,"nl","[""wall street"",""europe""]","","","","","","","","","","Beurs Index","","Wed, 11 Jul 2012 08:56:18 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","Economisch Nieuws","","Wij proberen zo snel mogelijk het meest actuele nieuws te brengen. Alle zaken over economie en de beursgang kunt u bij ons vinden.","","","",2,542059879,"","","","","","","","[0]","","EconomischNieuws","","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 #beleggen http://t.co/dSlOIT7g","","","","542059879","","222978555766784000","","","","<a href=""http://www.gratisspelletjesdownloaden.com"" rel=""nofollow"">Economisch Nieuws</a>",13,"EconomischNieuw","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 09:00:05 +0000","","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]",7355,"[""www.beurs.nl""]","",85,"http://twitter.com/EconomischNieuw","","","twitter",13,"1e1cb36ce70da880e07430744bd9dc4a","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","","","","",1.7,15,"","http://twitter.com/EconomischNieuw/statuses/222978555766784000","","","","","","","","EconomischNieuw",542059879,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2004946191/econ_normal.jpg","nl","Sat, 31 Mar 2012 23:14:57 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 #beleggen http://t.co/dSlOIT7g","","",100,"nl","[""stock market""]","","","","","","","","","","EconomischNieuws","","Wed, 11 Jul 2012 09:00:05 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","twitterfeed","","Beurs Nieuws  World Stock Market Journaal ♥ AEX FED Magazine ♥ s Tips ♥  Beursplaatst ♥ Banken Nieuws ♥","","","",4,273505843,"","","","","",25,"","[0]","http://bit.ly/omeTTX","Beurs Info","","","","","","#Beurs NL ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling va... http://t.co/kL6h7Ej3","","","","273505843","","222979489905377282","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",32,"beursinfonl","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 09:03:47 +0000","","","","[""http://bit.ly/NJVePo""]",74622,"[""bit.ly""]","",1039,"http://twitter.com/beursinfonl","","","twitter",157,"1e1cb3752c35ab80e074c283a4c62a14","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","Amsterdam","","","",9.9,1923,"","http://twitter.com/beursinfonl/statuses/222979489905377282","","","","","","","","beursinfonl",273505843,"","Amstedam","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1291042162/Beurs_Nieuws_normal.jpg","nl","Mon, 28 Mar 2011 16:34:44 +0000","","","","","#Beurs NL ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling va... http://t.co/kL6h7Ej3","","",62,"en","[""stock market"",""trading"",""job search"",""china"",""technology""]","","","","","","","",3600,"","Beurs Info","","Wed, 11 Jul 2012 09:03:47 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","twitterfeed","","Voor al uw beurs nieuws we zijn ook eigennaar van @sport_alerts en @nieuws_alerts","","","",2,511886536,"","","","","",2,"","[0]","","beurs_alerts","","","[{""name"":""ABN AMRO Holdings"",""sentiment"":0,""confident"":1,""label"":""Company"",""evidence"":1,""type"":""Company"",""about"":1,""themes"":[""werkloosheid bereikt piek pas""]}]","","","ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van de produ... http://t.co/qWryUXRF","","","","511886536","","222979493885775872","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",20,"beurs_alerts","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 09:03:48 +0000","","","","[""http://bit.ly/O3QGS6""]",32003,"[""bit.ly""]","",207,"http://twitter.com/beurs_alerts","","","twitter",58,"1e1cb37535bfa200e0747f36908addfa","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","","","","",4.27,8,"","http://twitter.com/beurs_alerts/statuses/222979493885775872","","","","","","","","beurs_alerts",511886536,"","earth","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1867117031/Naamloos_normal.png","","Fri, 02 Mar 2012 12:54:10 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014: AMSTERDAM (Dow Jones)--Door de zwakke ontwikkeling van de produ... http://t.co/qWryUXRF","","","","nl","","","","",0,"","","","","","beurs_alerts","","Wed, 11 Jul 2012 09:03:48 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","twitterfeed","","@feedNL: Nieuws Nederland - Breaking News Global","","","",4,352726278,"","","","","",16,"","[0]","http://bit.ly/feedNL","feedNL Nieuws - News","","","","","","Beurs.nl Nieuws ▸ ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/B5B0G2vr #aex #amx #koersen","","","","352726278","","222979491516002304","","","","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",36,"feedNL","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 09:03:48 +0000","","","","[""http://bit.ly/N0WMri""]",127808,"[""bit.ly""]","",1536,"http://twitter.com/feedNL","","","twitter",278,"1e1cb37535bfa200e07486f37661bfb2","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","Amsterdam","","","",12.62,1532,"","http://twitter.com/feedNL/statuses/222979491516002304","","","","","","","","feedNL",352726278,"","Netherlands","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2229610825/Logo_4_normal.jpg","nl","Thu, 11 Aug 2011 00:52:08 +0000","","","","","Beurs.nl Nieuws ▸ ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/B5B0G2vr #aex #amx #koersen","","",100,"nl","[""forums"",""united nations"",""conservative politics"",""czech republic"",""facebook""]","","","","","","","",3600,"","feedNL Nieuws - News","","Wed, 11 Jul 2012 09:03:48 +0000","","","",""
"","","","[""http://www.rtl.nl/components/financien/rtlz/nieuws/2012/28/abn-amro_werkloosheid-bereikt-piek-pas-in-2014-dowjones1157585.xml""]","Google","","Owned by @chielmannes","","","",3,147506934,"","","","","",23,"","[0]","","Beurs Nieuws","","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/nHOxNh5X","","","","147506934","","222980146154569729","","","","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",24,"beursenbeleggen","","","","","","[""Wed, 11 Jul 2012 09:06:24 +0000""]","","","Wed, 11 Jul 2012 09:06:24 +0000","","","","[""http://goo.gl/fb/Yygz4""]",71514,"[""goo.gl""]","",707,"http://twitter.com/beursenbeleggen","","","twitter",67,"1e1cb37b057aa800e0741ae383b0845c","","[""ABN Amro: werkloosheid bereikt piek pas in 2014 - RTL Z""]","","","","Amsterdam","","","",6.13,8,"","http://twitter.com/beursenbeleggen/statuses/222980146154569729","","","","","","","","beursenbeleggen",147506934,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/930177030/wall-street-bull_normal.jpg","nl","Mon, 24 May 2010 09:23:57 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/nHOxNh5X","","",100,"nl","","","","","","","","",3600,"","Beurs Nieuws","","Wed, 11 Jul 2012 09:06:24 +0000","","","",""
"","","","[""http://www.beurs.nl/nieuws/binnenland/3163160/abn-amro-werkloosheid-bereikt-piek-pas-in-2014""]","Google","","Owned by @chielmannes","","","",3,147506934,"","","","","",23,"","[0]","","Beurs Nieuws","","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/PmLXvDB2","","","","147506934","","222983029419802625","","","","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",24,"beursenbeleggen","","","","","","[""Wed, 11 Jul 2012 08:52:56 +0000""]","","","Wed, 11 Jul 2012 09:17:51 +0000","","","","[""http://goo.gl/fb/PiJux""]",71518,"[""goo.gl""]","",707,"http://twitter.com/beursenbeleggen","","","twitter",67,"1e1cb3949d38a980e074fb89c4ff71fa","","[""Beurs.NL - ABN Amro: werkloosheid bereikt piek pas in 2014""]","","","","Amsterdam","","","",6.13,8,"","http://twitter.com/beursenbeleggen/statuses/222983029419802625","","","","","","","","beursenbeleggen",147506934,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/930177030/wall-street-bull_normal.jpg","nl","Mon, 24 May 2010 09:23:57 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/PmLXvDB2","","",100,"nl","","","","","","","","",3600,"","Beurs Nieuws","","Wed, 11 Jul 2012 09:17:51 +0000","","","",""
"","","","","No.nl","","Mabor voor het  opzetten van een onderneming .\r\nBij Mabor kunt u vinden, wat voor een (startende) ondernemer belangrijk is.","","","",2,359292420,"","","","","",1,"","","http://mabor.nl","Mabor-marketing","","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 - Error: Geen geldige URL opgegeven! - AMSTERDAM (Dow Jones)--Door de zwakke ontwikke..","","","","359292420","","222988622872330240","","","","<a href=""http://no.nl/"" rel=""nofollow"">No.nl</a>",13,"MaborMarketing","","","","","","","","","Wed, 11 Jul 2012 09:40:05 +0000","","","","",31633,"","",117,"http://twitter.com/MaborMarketing","","","twitter",11,"1e1cb3c64f3ca880e074f4d0c0dda39e","","","","","","","","","",1.91,63,"","http://twitter.com/MaborMarketing/statuses/222988622872330240","","","","","","","","MaborMarketing",359292420,"","","","","[""ABN AMRO""]","","","http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png","nl","Sun, 21 Aug 2011 10:04:52 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 - Error: Geen geldige URL opgegeven! - AMSTERDAM (Dow Jones)--Door de zwakke ontwikke..","","",100,"nl","","","","","","","","","","","Mabor-marketing","","Wed, 11 Jul 2012 09:40:05 +0000","","","",""
"","","","[""https://www.abnamro.nl/nl/images/Generiek/PDFs/020_Zakelijk/04_Service/Publicaties/20120705-nedeconomieinzicht-Stijgendewerkloosheid.pdf""]","web","","Arbeidsmarkt / UWV WERKbedrijf / Geschiedenis / Genealogie / vv Gorecht / FC Groningen / Muziek / Wielrennen / Schaatsen / In willekeurige volgorde","","","",9,325421223,"","","","","",3,"","[3]","","Roelof van der Velde","","","","","","ABN Amro verwacht dat de stijging van de werkloosheid pas in 2014 zal eindigen.\nhttp://t.co/kP5WYWgx","","","","325421223","","222990103159644161","","","","web",37,"R_Velde","","","","","","[""Thu, 05 Jul 2012 14:37:29 +0000""]","","","Wed, 11 Jul 2012 09:45:58 +0000","","","","[""http://tinyurl.com/d8uwhvu""]",1575,"[""tinyurl.com""]","",240,"http://twitter.com/R_Velde","","","twitter",175,"1e1cb3d375b4af00e07424b545a48aec","","[""""]","","","","Amsterdam","","","",14.94,544,"","http://twitter.com/R_Velde/statuses/222990103159644161","","","","","","","","R_Velde",325421223,"","Haren, Groningen","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1430321207/arbeidsmarktregio_normal.jpg","nl","Tue, 28 Jun 2011 08:10:37 +0000","","","","","ABN Amro verwacht dat de stijging van de werkloosheid pas in 2014 zal eindigen.\nhttp://t.co/kP5WYWgx","","",100,"nl","","","","","","","","",3600,"","Roelof van der Velde","","Wed, 11 Jul 2012 09:45:58 +0000","","","",""
"","","","","web","","Aiiee Putaiin de Merde vie De Merdee....Bienvenue Dans La Réalité!!!!! ","","","","",627680706,"","","","","","","","","","Dj Kina","female","","","","","@GloriaCiabuta abn ?? t as pas bien dodotee pkk ?, tu te couche tard?","","[""GloriaCiabuta""]","","627680706","","222990294008872961","","","","web","","DjKinaDtr","","","","","","","","","Wed, 11 Jul 2012 09:46:43 +0000","","","","",54,"","",46,"http://twitter.com/DjKinaDtr","","","twitter","","1e1cb3d522dca380e07445120b7d7e12","","","","","","","","","","",41,"","http://twitter.com/DjKinaDtr/statuses/222990294008872961","","","","","","","","DjKinaDtr",627680706,"","","GloriaCiabuta","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2370498810/DTR_DJ_KINA_normal.JPG","fr","Thu, 05 Jul 2012 18:15:09 +0000","","","","","@GloriaCiabuta abn ?? t as pas bien dodotee pkk ?, tu te couche tard?","","",100,"fr","","222989504804433921","563031463","",-8,"","","","","","Dj Kina","","Wed, 11 Jul 2012 09:46:43 +0000","","","",""
"","","","","web","","Voorstander van rechtse politiek. Hobby`s Golf , Tennis lekker eten en vakantie","","","",6,343448656,"","","","","",11,"","","","Jack K","","","","","","@CassandraTroy ABN Amro: werkloosheid bereikt piek pas in 2014 zie RTLZ","","[""CassandraTroy""]","","343448656","","222996114981404672","","","","web",41,"KiesVVD","","","","","","","","","Wed, 11 Jul 2012 10:09:51 +0000","","","","",16161,"","",610,"http://twitter.com/KiesVVD","","","twitter",693,"1e1cb408d7dca180e074a07a0a038684","","","","","","Amsterdam","","","",18.38,594,"","http://twitter.com/KiesVVD/statuses/222996114981404672","","","","","","","","KiesVVD",343448656,"","","CassandraTroy","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2336435681/m87x32dffe5clpo6pkof_normal.jpeg","nl","Wed, 27 Jul 2011 16:00:44 +0000","",true,"","","@CassandraTroy ABN Amro: werkloosheid bereikt piek pas in 2014 zie RTLZ","","",100,"nl","","222995295519260673","15427912","","","","","",3600,"","Jack K","","Wed, 11 Jul 2012 10:09:51 +0000","","","",""
"","","","[""http://www.bnr.nl/topic/beurs/182493-1207/abn-amro-verwacht-golf-faillissementen""]","HootSuite","","Auxiliaries Consultancy; uw hulp bij Credit Management, Cashflow Management en Financiële Moeilijkheden.","","","",2,372701424,"","","","","",1,"","[0]","http://www.auxiliaries.nl","Joost Swart","","","","","","RT @bnr: ABN Amro verwacht golf #faillissementen http://t.co/xO7dH3AQ Gaan we weer; zorgelijke conclusie. #Ondernemer, pas op uw #cash #mkb","","[""BNR""]","","372701424","","223005941539422208","","","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",13,"Auxiliariesjs","","","","","","[""Wed, 11 Jul 2012 10:32:05 +0000""]","","","Wed, 11 Jul 2012 10:48:54 +0000","[{""name"":""Sports"",""score"":0.61814838647842,""hits"":0},{""name"":""Banking"",""score"":0.47138378024101,""hits"":0}]","","","[""http://fm.bnr.nl/Mi7ESz""]",166,"[""fm.bnr.nl""]","",142,"http://twitter.com/Auxiliariesjs","","","twitter",13,"1e1cb4602072af00e074280991713084","","[""ABN Amro verwacht golf faillissementen""]","","","","Amsterdam","","","",1.73,201,"","http://twitter.com/Auxiliariesjs/statuses/223005941539422208","","","","","","","","Auxiliariesjs",372701424,"","Haarlem","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1540859792/logo_brf_v2_uitgesneden_normal.jpg","","Tue, 13 Sep 2011 07:59:24 +0000","","","","","RT @bnr: ABN Amro verwacht golf #faillissementen http://t.co/xO7dH3AQ Gaan we weer; zorgelijke conclusie. #Ondernemer, pas op uw #cash #mkb","","","","nl","","","","",0,"","","",3600,"","Joost Swart","","Wed, 11 Jul 2012 10:48:54 +0000","","","",""
"","","","[""http://www.bnr.nl/topic/beurs/182493-1207/abn-amro-verwacht-golf-faillissementen""]","Twitterrific for Mac","","Corporate recovery wil zeggen duurzaam herstel!\r\nUw bedrijfsnavigator en partner voor het MKB; drs Peter H. van Kleef RC","","","",6,487354365,"","","","","",1,"","[0]","http://www.accountantmkbalmere.nl/","Corporate Recovery","","","","","","RT @Auxiliariesjs @bnr: ABN Amro verwacht golf #faillissementen http://t.co/QvwyC0Z5 Zorgelijke conclusie. #Ondernemer, pas op uw #cash #mkb","","[""Auxiliariesjs"",""BNR""]","","487354365","","223007859334594562","","","","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific for Mac</a>",27,"CorpoRecovery","","","","","","[""Wed, 11 Jul 2012 10:32:05 +0000""]","","","Wed, 11 Jul 2012 10:56:31 +0000","","","","[""http://fm.bnr.nl/Mi7ESz""]",883,"[""fm.bnr.nl""]","",84,"http://twitter.com/CorpoRecovery","","","twitter",69,"1e1cb47126bda980e07416ec6bc7793e","","[""ABN Amro verwacht golf faillissementen""]","","","","","","","",7.99,45,"","http://twitter.com/CorpoRecovery/statuses/223007859334594562","","","","","","","","CorpoRecovery",487354365,"","Almere - Netherlands","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1814838198/images_normal.jpg","nl","Thu, 09 Feb 2012 08:34:38 +0000","","","","","RT @Auxiliariesjs @bnr: ABN Amro verwacht golf #faillissementen http://t.co/QvwyC0Z5 Zorgelijke conclusie. #Ondernemer, pas op uw #cash #mkb","","",100,"en","","","","","","","","","","","Corporate Recovery","","Wed, 11 Jul 2012 10:56:31 +0000","","","",""
"","","","","AutoTweet Connector","","Business Bowl is een platform voor #zakelijk Nederland. Maak #gratis gebruik van unieke Business Walls op onze site en promoot jouw product dienst en bedrijf!","","","",8,535691943,"","","","","","","","","http://www.businessbowl.nl","Business Bowl","","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/tLU6ii4c","","","","535691943","","223014073158221825","","","","<a href=""http://www.1st-movers.com/"" rel=""nofollow"">AutoTweet Connector</a>",30,"BusinessBowl","","","","","","","","","Wed, 11 Jul 2012 11:21:13 +0000","","","","[""http://tinyurl.com/d3zdw5d""]",2232,"[""tinyurl.com""]","",136,"http://twitter.com/BusinessBowl","","","twitter",105,"1e1cb4a85c31aa80e074ae8b87e8d410","","","","","","Amsterdam","","","",9.29,231,"","http://twitter.com/BusinessBowl/statuses/223014073158221825","","","","","","","","BusinessBowl",535691943,"","Nederland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2349585761/mckqwxw2hwniz682hk5w_normal.png","nl","Sat, 24 Mar 2012 18:48:03 +0000","","","","","ABN Amro: werkloosheid bereikt piek pas in 2014 http://t.co/tLU6ii4c","","",100,"nl","","","","","","","","",3600,"","Business Bowl","","Wed, 11 Jul 2012 11:21:13 +0000","","","",""
